factor_id,source_factor_id,name,description,scope,category_level_1,category_level_2,category_level_3,category_level_4,column_text,factor_value,numerator_unit,denominator_unit,original_uom,impact_category,characterisation_basis,geography,lifecycle_boundary,dataset_type,is_full_unit_process_lci,data_type,factor_status,lca_relevance,lca_use_status,requires_human_review,automated_assignment_allowed,is_placeholder,source_name,source_publisher,source_year,source_version,publication_date,source_file_updated,source_page_last_updated,valid_from,valid_to,license,license_decision,source_url,methodology_url,license_url,review_notes
UK-DESNZ-2026-31_307_3000_4_1,31_307_3000_4_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Diesel,0.10998,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3001_4_1,31_307_3001_4_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Petrol,0.13014,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3002_4_1,31_307_3002_4_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Unknown,0.13007,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3004_4_1,31_307_3004_4_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Battery Electric Vehicle,0.02445,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3000_9_1,31_307_3000_9_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Diesel,0.177,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3001_9_1,31_307_3001_9_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Petrol,0.20944,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3002_9_1,31_307_3002_9_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Unknown,0.20931,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3004_9_1,31_307_3004_9_1,Managed assets- vehicles / Managed cars (by market segment) / Mini / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,,Battery Electric Vehicle,0.03935,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3005_4_1,31_307_3005_4_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Diesel,0.13461,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3006_4_1,31_307_3006_4_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Petrol,0.14217,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3007_4_1,31_307_3007_4_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Unknown,0.14157,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3008_4_1,31_307_3008_4_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,0.04969,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3009_4_1,31_307_3009_4_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Battery Electric Vehicle,0.02771,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3005_9_1,31_307_3005_9_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Diesel,0.21665,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3006_9_1,31_307_3006_9_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Petrol,0.22879,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3007_9_1,31_307_3007_9_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Unknown,0.22783,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3008_9_1,31_307_3008_9_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,0.07998,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3009_9_1,31_307_3009_9_1,Managed assets- vehicles / Managed cars (by market segment) / Supermini / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,,Battery Electric Vehicle,0.0446,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3010_4_1,31_307_3010_4_1,Managed assets- vehicles / Managed cars (by market segment) / Lower medium / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,,Diesel,0.14457,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
UK-DESNZ-2026-31_307_3011_4_1,31_307_3011_4_1,Managed assets- vehicles / Managed cars (by market segment) / Lower medium / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,,Petrol,0.1601,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,LEASED_ASSET_TRANSPORT_OPERATION,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs."
